F4HQG6	F4HQG6
F4HQG6	Q9SP32
Q9SP32	F4HQG6
Q9SP32	Q9SP32
F4HQG6	F4HQG6
F4HQG6	Q9SP32
Q9SP32	F4HQG6
Q9SP32	Q9SP32
A8MR45	F4HQG6
A8MR45	Q9SP32
Q0WP31	F4HQG6
Q0WP31	Q9SP32
O04492	F4HQG6
O04492	Q9SP32
O04492	F4HQG6
O04492	Q9SP32
O04492	F4HQG6
O04492	Q9SP32
O04492	F4HQG6
O04492	Q9SP32
Q9ZVD0	F4HQG6
Q9ZVD0	Q9SP32
Q9ZVD0	F4HQG6
Q9ZVD0	Q9SP32
Q9SKN2	F4HQG6
Q9SKN2	Q9SP32
Q8W4D8	F4HQG6
Q8W4D8	Q9SP32
Q08A56	F4HQG6
Q08A56	Q9SP32
Q42384	F4HQG6
Q42384	Q9SP32
Q08A56	F4HQG6
Q08A56	Q9SP32
Q42384	F4HQG6
Q42384	Q9SP32
Q9C5Q8	F4HQG6
Q9C5Q8	Q9SP32
Q8GY79	F4HQG6
Q8GY79	Q9SP32
Q9FPW4	F4HQG6
Q9FPW4	Q9SP32
Q1EC66	Q93V56
Q9SJK7	F4HQG9
Q9SJK7	F4HQH3
Q9SJK7	Q6R0H1
P92973	F4HQG9
P92973	F4HQH3
P92973	Q6R0H1
P92973	F4HQG9
P92973	F4HQH3
P92973	Q6R0H1
P92973	F4HQG9
P92973	F4HQH3
P92973	Q6R0H1
P92973	F4HQG9
P92973	F4HQH3
P92973	Q6R0H1
P92973	F4HQG9
P92973	F4HQH3
P92973	Q6R0H1
Q9LIE5	F4HQG9
Q9LIE5	F4HQH3
Q9LIE5	Q6R0H1
F4JCX9	F4HQG9
F4JCX9	F4HQH3
F4JCX9	Q6R0H1
P48732	F4HQG9
P48732	F4HQH3
P48732	Q6R0H1
Q93V43	F4HQG9
Q93V43	F4HQH3
Q93V43	Q6R0H1
Q93WK5	F4HQG9
Q93WK5	F4HQH3
Q93WK5	Q6R0H1
Q93WK5	F4HQG9
Q93WK5	F4HQH3
Q93WK5	Q6R0H1
Q6LA42	F4HQG9
Q6LA42	F4HQH3
Q6LA42	Q6R0H1
Q6LA42	F4HQG9
Q6LA42	F4HQH3
Q6LA42	Q6R0H1
Q8S3N1	F4HQG9
Q8S3N1	F4HQH3
Q8S3N1	Q6R0H1
Q8S3N1	F4HQG9
Q8S3N1	F4HQH3
Q8S3N1	Q6R0H1
A8MQN2	F4HQG9
A8MQN2	F4HQH3
A8MQN2	Q6R0H1
Q08467	F4HQG9
Q08467	F4HQH3
Q08467	Q6R0H1
Q8L9Y3	O24457
Q9SZD4	O24457
Q0WUA3	Q9MAM3
F4HS17	Q9MAM3
Q949N8	Q9MAM3
Q9LIC6	Q9MAM3
Q9SUT9	Q9MAM3
O49513	Q9MAM3
F4KHY7	Q9MAM3
P48348	Q9MAM3
Q39203	Q9MAM1
F4JP88	Q9MAM1
O81445	Q9MAM1
Q8LEM7	Q9MAM1
Q8LEM7	Q9MAM1
Q8LEM7	Q9MAM1
Q8LEM7	Q9MAM1
Q8LEM7	Q9MAM1
O81223	Q9MAM1
Q8LAS7	Q9MAM1
Q8LAS7	Q9MAM1
Q8LAS7	Q9MAM1
Q8LAS7	Q9MAM1
Q8LAS7	Q9MAM1
Q9ZQ12	F4HQJ3
Q9ZQ12	Q9MAL9
O81001	F4HQJ3
O81001	Q9MAL9
Q9SJR5	F4HQJ3
Q9SJR5	Q9MAL9
Q8L8A6	F4HQJ3
Q8L8A6	Q9MAL9
Q8L8A7	F4HQJ3
Q8L8A7	Q9MAL9
Q9SU44	F4HQJ3
Q9SU44	Q9MAL9
Q8L8A8	F4HQJ3
Q8L8A8	Q9MAL9
Q9FJB8	F4HQJ3
Q9FJB8	Q9MAL9
O04379	
Q9SLC0	Q9LNK1
F4KHJ7	Q9LNK1
O23140	Q9LNK1
O81071	Q9C5I0
Q9LDU5	Q9LNJ5
Q3ED96	Q9LNJ5
Q9LMA8	Q9LNJ5
Q3ED96	Q9LNJ5
Q9LMA8	Q9LNJ5
Q8LBM2	Q9LNJ5
B3H4G3	Q9LNJ5
B3H630	Q9LNJ5
Q58G47	Q9LNJ5
Q8W4J8	Q9LNJ5
Q9C9E3	Q9LNJ5
Q9S7M2	Q9LNJ5
A8MR24	Q9LNJ5
F4J6F9	Q9LNJ5
Q9LVI4	Q9LNJ5
F4IZ48	Q9LNJ5
Q9M246	Q9LNJ5
Q93ZM9	Q9LNJ5
Q93ZM9	Q9LNJ5
F4JJ94	Q39056
P42643	Q39056
O49397	Q9LNJ3
Q0WRZ4	Q9LNJ3
Q1EC66	F4HS98
Q1EC66	F4HS99
Q1EC66	Q9LNJ1
Q9FWX6	Q9LNJ0
Q9C5D6	Q9LNJ0
Q9MAH4	Q9LNJ0
B9DHD0	Q9LNJ0
Q8L783	Q9LNJ0
Q9SLV0	Q9LNJ0
Q8GW61	Q9LNJ0
F4HQE1	Q9LNJ0
Q0WT48	Q9LNJ0
F4IHC1	Q9LNJ0
Q9SL04	Q9LNJ0
P14713	Q9LNJ0
P20649	Q9LNJ0
Q9ZUU9	Q9LNJ0
O80905	Q9LNJ0
O22252	Q9LNJ0
Q8RY11	Q9LNJ0
Q8LAI1	Q9LNJ0
Q9LD37	Q9LNJ0
O23087	Q9LNJ0
Q84MA5	Q9LNJ0
P47735	Q9LNJ0
F4JPJ7	Q9LNJ0
P19456	Q9LNJ0
F4JQC2	Q9LNJ0
Q9M0A4	Q9LNJ0
O81108	Q9LNJ0
Q53XI0	Q9LNJ0
Q9LZ20	Q9LNJ0
F4K9Q4	Q9LNJ0
Q9LXF8	Q9LNJ0
P42644	Q9LNJ0
F4KIT3	Q9LNJ0
P92941	Q9LNJ0
O65717	Q9LNJ0
Q8S397	Q9LNJ0
Q9FN04	Q9LNJ0
B3LFA7	Q9LNJ0
Q9FKY5	Q9LNJ0
Q9LNW3	Q84MC7
Q9CAJ0	Q84MC7
Q9CAJ0	Q84MC7
Q9ZW21	Q84MC7
P49598	Q84MC7
P49597	Q84MC7
P49597	Q84MC7
P49597	Q84MC7
P49597	Q84MC7
Q9FFS4	Q84MC7
O04719	Q84MC7
O04719	Q84MC7
O04719	Q84MC7
O04719	Q84MC7
Q9FIF5	Q84MC7
Q8VYZ0	Q8RVQ9
Q1H5F7	Q8RVQ9
Q9FFC0	Q8RVQ9
P42644	Q06402
O23702	O23702
O23702	O23702
O23702	O23702
C0LGE3	O23702
Q8RWZ1	O23702
C0LGE3	O23702
Q8RWZ1	O23702
Q940B8	O23702
Q9C6V3	Q9LMM8
Q7XJK8	Q9LMM8
O80805	Q9LMM8
Q7XJK6	Q9LMM8
Q9FJV0	Q9LMM5
Q9FJV0	Q9LMM5
Q9LX08	P92949
Q9M9C3	A8MSF6
Q9M9C3	Q08733
Q9SQH6	A8MSF6
Q9SQH6	Q08733
Q56ZN6	A8MSF6
Q56ZN6	Q08733
Q8RWZ6	A8MSF6
Q8RWZ6	Q08733
O81071	A8MSF6
O81071	Q08733
A8MRW1	A8MSF6
A8MRW1	Q08733
B9DFR9	A8MSF6
B9DFR9	Q08733
D9IX99	A8MSF6
D9IX99	Q08733
Q06611	A8MSF6
Q06611	Q08733
O82337	A8MSF6
O82337	Q08733
Q3EBF3	A8MSF6
Q3EBF3	Q08733
Q1PET6	A8MSF6
Q1PET6	Q08733
Q9LW08	A8MSF6
Q9LW08	Q08733
Q9M2V7	A8MSF6
Q9M2V7	Q08733
F4JHB6	A8MSF6
F4JHB6	Q08733
Q39196	A8MSF6
Q39196	Q08733
A8MRQ6	A8MSF6
A8MRQ6	Q08733
Q1PE54	A8MSF6
Q1PE54	Q08733
O81346	A8MSF6
O81346	Q08733
Q1EC66	A8MSF6
Q1EC66	Q08733
Q7XA70	A8MSF6
Q7XA70	Q08733
Q9FFD0	A8MSF6
Q9FFD0	Q08733
Q94AU5	A8MSF6
Q94AU5	Q08733
F4K4B8	A8MSF6
F4K4B8	Q08733
Q6NPD4	A8MSF6
Q6NPD4	Q08733
O64823	Q9LQ96
O65422	Q9LQ96
Q9ZVH4	Q9LQ95
B9DGE3	Q9LQ95
Q94AH6	Q9LQ95
O82481	Q9LQ89
Q67XC6	Q9LQ89
P42763	Q2HIR8
P42763	Q39013
Q9LIC6	Q2HIR8
Q9LIC6	Q39013
Q8W4L3	F4HU55
Q8W4L3	Q9LQ82
F4HU58	F4HU58
F4HU58	Q1PFZ4
Q1PFZ4	F4HU58
Q1PFZ4	Q1PFZ4
F4JCC8	Q9LQ73
Q84N64	Q9LQ73
Q38819	F4HU71
Q38819	Q9LPD2
Q38819	F4HU71
Q38819	Q9LPD2
Q3ECW2	F4HU71
Q3ECW2	Q9LPD2
Q39071	F4HU71
Q39071	Q9LPD2
Q1EC66	Q9LPC5
Q9FGQ7	Q9LPC4
Q38942	Q9LPC2
P35631	Q3EDL2
P35631	Q8GXL3
F4JSC8	Q3EDL2
F4JSC8	Q8GXL3
P17839	Q3EDL2
P17839	Q8GXL3
Q8L8A5	Q3EDL2
Q8L8A5	Q8GXL3
Q1EC66	F4HVV6
